"Group","bacteria","pathway"
"Group1","Latilactobacillus sakei CBA3614","Other glycan degradation"
"Group1","Latilactobacillus sakei CBA3614","Amino sugar and nucleotide sugar metabolism"
"Group1","Latilactobacillus sakei CBA3614","Streptomycin biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Polyketide sugar unit biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Acarbose and validamycin biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Glycosaminoglycan degradation"
"Group1","Latilactobacillus sakei CBA3614","O-Antigen nucleotide sugar biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Peptidoglycan biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Glycerolipid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Inositol phosphate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Glycerophospholipid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Sphingolipid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Latilactobacillus sakei CBA3614","Pyruvate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Aminobenzoate degradation"
"Group1","Latilactobacillus sakei CBA3614","Glyoxylate and dicarboxylate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Propanoate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Styrene degradation"
"Group1","Latilactobacillus sakei CBA3614","Butanoate metabolism"
"Group1","Latilactobacillus sakei CBA3614","C5-Branched dibasic acid metabolism"
"Group1","Latilactobacillus sakei CBA3614","One carbon pool by folate"
"Group1","Latilactobacillus sakei CBA3614","Methane metabolism"
"Group1","Latilactobacillus sakei CBA3614","Carbon fixation in photosynthetic organisms"
"Group1","Latilactobacillus sakei CBA3614","Carbon fixation pathways in prokaryotes"
"Group1","Latilactobacillus sakei CBA3614","Thiamine metabolism"
"Group1","Latilactobacillus sakei CBA3614","Riboflavin metabolism"
"Group1","Latilactobacillus sakei CBA3614","Vitamin B6 metabolism"
"Group1","Latilactobacillus sakei CBA3614","Nicotinate and nicotinamide metabolism"
"Group1","Latilactobacillus sakei CBA3614","Pantothenate and CoA biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Biotin metabolism"
"Group1","Latilactobacillus sakei CBA3614","Lipoic acid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Folate biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Porphyrin and chlorophyll metabolism"
"Group1","Latilactobacillus sakei CBA3614","Terpenoid backbone biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Zeatin biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Nitrogen metabolism"
"Group1","Latilactobacillus sakei CBA3614","Sulfur metabolism"
"Group1","Latilactobacillus sakei CBA3614","Phenylpropanoid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Glucosinolate biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Aminoacyl-tRNA biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Drug metabolism - other enzymes"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of various secondary metabolites - part 3"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of ansamycins"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of vancomycin group antibiotics"
"Group1","Latilactobacillus sakei CBA3614","Metabolic pathways"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of secondary metabolites"
"Group1","Latilactobacillus sakei CBA3614","Microbial metabolism in diverse environments"
"Group1","Latilactobacillus sakei CBA3614","Various types of N-glycan biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Lipopolysaccharide biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Latilactobacillus sakei CBA3614","Ascorbate and aldarate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Fatty acid elongation"
"Group1","Latilactobacillus sakei CBA3614","Fatty acid degradation"
"Group1","Latilactobacillus sakei CBA3614","Geraniol degradation"
"Group1","Latilactobacillus sakei CBA3614","Benzoate degradation"
"Group1","Latilactobacillus sakei CBA3614","alpha-Linolenic acid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Dioxin degradation"
"Group1","Latilactobacillus sakei CBA3614","Xylene degradation"
"Group1","Latilactobacillus sakei CBA3614","Toluene degradation"
"Group1","Latilactobacillus sakei CBA3614","Chloroalkane and chloroalkene degradation"
"Group1","Latilactobacillus sakei CBA3614","Naphthalene degradation"
"Group1","Latilactobacillus sakei CBA3614","Retinol metabolism"
"Group1","Latilactobacillus sakei CBA3614","Caprolactam degradation"
"Group1","Latilactobacillus sakei CBA3614","Metabolism of xenobiotics by cytochrome P450"
"Group1","Latilactobacillus sakei CBA3614","Drug metabolism - cytochrome P450"
"Group1","Latilactobacillus sakei CBA3614","Steroid hormone biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Phosphonate and phosphinate metabolism"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of various secondary metabolites - part 2"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Latilactobacillus sakei CBA3614","Primary bile acid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Secondary bile acid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Phenazine biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Aflatoxin biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Human immunodeficiency virus 1 infection"
"Group1","Latilactobacillus sakei CBA3614","Ethylbenzene degradation"
"Group1","Latilactobacillus sakei CBA3614","Atrazine degradation"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of unsaturated fatty acids"
"Group1","Latilactobacillus sakei CBA3614","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Latilactobacillus sakei CBA3614","Limonene and pinene degradation"
"Group1","Latilactobacillus sakei CBA3614","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Latilactobacillus sakei CBA3614","Fluorobenzoate degradation"
"Group1","Latilactobacillus sakei CBA3614","Polycyclic aromatic hydrocarbon degradation"
"Group1","Latilactobacillus sakei CBA3614","Isoquinoline alkaloid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Flavone and flavonol biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Ether lipid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Arachidonic acid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Linoleic acid metabolism"
"Group1","Latilactobacillus sakei CBA3614","Steroid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Mannose type O-glycan biosynthesis"
"Group1","Latilactobacillus sakei CBA3614","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Lentilactobacillus buchneri S45","Glycolysis / Gluconeogenesis"
"Group1","Lentilactobacillus buchneri S45","Citrate cycle (TCA cycle)"
"Group1","Lentilactobacillus buchneri S45","Pentose phosphate pathway"
"Group1","Lentilactobacillus buchneri S45","Pentose and glucuronate interconversions"
"Group1","Lentilactobacillus buchneri S45","Fructose and mannose metabolism"
"Group1","Lentilactobacillus buchneri S45","Galactose metabolism"
"Group1","Lentilactobacillus buchneri S45","Fatty acid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Oxidative phosphorylation"
"Group1","Lentilactobacillus buchneri S45","Photosynthesis"
"Group1","Lentilactobacillus buchneri S45","Arginine biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Purine metabolism"
"Group1","Lentilactobacillus buchneri S45","Pyrimidine metabolism"
"Group1","Lentilactobacillus buchneri S45","Alanine; aspartate and glutamate metabolism"
"Group1","Lentilactobacillus buchneri S45","Glycine; serine and threonine metabolism"
"Group1","Lentilactobacillus buchneri S45","Monobactam biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Cysteine and methionine metabolism"
"Group1","Lentilactobacillus buchneri S45","Valine; leucine and isoleucine degradation"
"Group1","Lentilactobacillus buchneri S45","Valine; leucine and isoleucine biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Lysine biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Lysine degradation"
"Group1","Lentilactobacillus buchneri S45","Arginine and proline metabolism"
"Group1","Lentilactobacillus buchneri S45","Carbapenem biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Histidine metabolism"
"Group1","Lentilactobacillus buchneri S45","Tyrosine metabolism"
"Group1","Lentilactobacillus buchneri S45","Phenylalanine metabolism"
"Group1","Lentilactobacillus buchneri S45","Tryptophan metabolism"
"Group1","Lentilactobacillus buchneri S45","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Novobiocin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","beta-Alanine metabolism"
"Group1","Lentilactobacillus buchneri S45","Taurine and hypotaurine metabolism"
"Group1","Lentilactobacillus buchneri S45","Selenocompound metabolism"
"Group1","Lentilactobacillus buchneri S45","Cyanoamino acid metabolism"
"Group1","Lentilactobacillus buchneri S45","D-Amino acid metabolism"
"Group1","Lentilactobacillus buchneri S45","Glutathione metabolism"
"Group1","Lentilactobacillus buchneri S45","Starch and sucrose metabolism"
"Group1","Lentilactobacillus buchneri S45","Other glycan degradation"
"Group1","Lentilactobacillus buchneri S45","Amino sugar and nucleotide sugar metabolism"
"Group1","Lentilactobacillus buchneri S45","Streptomycin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Polyketide sugar unit biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Acarbose and validamycin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Glycosaminoglycan degradation"
"Group1","Lentilactobacillus buchneri S45","O-Antigen nucleotide sugar biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Peptidoglycan biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Glycerolipid metabolism"
"Group1","Lentilactobacillus buchneri S45","Inositol phosphate metabolism"
"Group1","Lentilactobacillus buchneri S45","Glycerophospholipid metabolism"
"Group1","Lentilactobacillus buchneri S45","Sphingolipid metabolism"
"Group1","Lentilactobacillus buchneri S45","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Lentilactobacillus buchneri S45","Pyruvate metabolism"
"Group1","Lentilactobacillus buchneri S45","Aminobenzoate degradation"
"Group1","Lentilactobacillus buchneri S45","Glyoxylate and dicarboxylate metabolism"
"Group1","Lentilactobacillus buchneri S45","Propanoate metabolism"
"Group1","Lentilactobacillus buchneri S45","Styrene degradation"
"Group1","Lentilactobacillus buchneri S45","Butanoate metabolism"
"Group1","Lentilactobacillus buchneri S45","C5-Branched dibasic acid metabolism"
"Group1","Lentilactobacillus buchneri S45","One carbon pool by folate"
"Group1","Lentilactobacillus buchneri S45","Methane metabolism"
"Group1","Lentilactobacillus buchneri S45","Carbon fixation in photosynthetic organisms"
"Group1","Lentilactobacillus buchneri S45","Carbon fixation pathways in prokaryotes"
"Group1","Lentilactobacillus buchneri S45","Thiamine metabolism"
"Group1","Lentilactobacillus buchneri S45","Riboflavin metabolism"
"Group1","Lentilactobacillus buchneri S45","Vitamin B6 metabolism"
"Group1","Lentilactobacillus buchneri S45","Nicotinate and nicotinamide metabolism"
"Group1","Lentilactobacillus buchneri S45","Pantothenate and CoA biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Biotin metabolism"
"Group1","Lentilactobacillus buchneri S45","Lipoic acid metabolism"
"Group1","Lentilactobacillus buchneri S45","Folate biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Porphyrin and chlorophyll metabolism"
"Group1","Lentilactobacillus buchneri S45","Terpenoid backbone biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Zeatin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Nitrogen metabolism"
"Group1","Lentilactobacillus buchneri S45","Sulfur metabolism"
"Group1","Lentilactobacillus buchneri S45","Phenylpropanoid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Glucosinolate biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Aminoacyl-tRNA biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Drug metabolism - other enzymes"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of various secondary metabolites - part 3"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of ansamycins"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of vancomycin group antibiotics"
"Group1","Lentilactobacillus buchneri S45","Metabolic pathways"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of secondary metabolites"
"Group1","Lentilactobacillus buchneri S45","Microbial metabolism in diverse environments"
"Group1","Lentilactobacillus buchneri S45","Various types of N-glycan biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Lipopolysaccharide biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Lentilactobacillus buchneri S45","Ascorbate and aldarate metabolism"
"Group1","Lentilactobacillus buchneri S45","Fatty acid elongation"
"Group1","Lentilactobacillus buchneri S45","Fatty acid degradation"
"Group1","Lentilactobacillus buchneri S45","Geraniol degradation"
"Group1","Lentilactobacillus buchneri S45","Benzoate degradation"
"Group1","Lentilactobacillus buchneri S45","alpha-Linolenic acid metabolism"
"Group1","Lentilactobacillus buchneri S45","Dioxin degradation"
"Group1","Lentilactobacillus buchneri S45","Xylene degradation"
"Group1","Lentilactobacillus buchneri S45","Toluene degradation"
"Group1","Lentilactobacillus buchneri S45","Chloroalkane and chloroalkene degradation"
"Group1","Lentilactobacillus buchneri S45","Naphthalene degradation"
"Group1","Lentilactobacillus buchneri S45","Retinol metabolism"
"Group1","Lentilactobacillus buchneri S45","Caprolactam degradation"
"Group1","Lentilactobacillus buchneri S45","Metabolism of xenobiotics by cytochrome P450"
"Group1","Lentilactobacillus buchneri S45","Drug metabolism - cytochrome P450"
"Group1","Lentilactobacillus buchneri S45","Steroid hormone biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Phosphonate and phosphinate metabolism"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of various secondary metabolites - part 2"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Lentilactobacillus buchneri S45","Primary bile acid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Secondary bile acid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Phenazine biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Aflatoxin biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Human immunodeficiency virus 1 infection"
"Group1","Lentilactobacillus buchneri S45","Ethylbenzene degradation"
"Group1","Lentilactobacillus buchneri S45","Atrazine degradation"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of unsaturated fatty acids"
"Group1","Lentilactobacillus buchneri S45","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Lentilactobacillus buchneri S45","Limonene and pinene degradation"
"Group1","Lentilactobacillus buchneri S45","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Lentilactobacillus buchneri S45","Fluorobenzoate degradation"
"Group1","Lentilactobacillus buchneri S45","Polycyclic aromatic hydrocarbon degradation"
"Group1","Lentilactobacillus buchneri S45","Isoquinoline alkaloid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Flavone and flavonol biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Ether lipid metabolism"
"Group1","Lentilactobacillus buchneri S45","Arachidonic acid metabolism"
"Group1","Lentilactobacillus buchneri S45","Linoleic acid metabolism"
"Group1","Lentilactobacillus buchneri S45","Steroid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Mannose type O-glycan biosynthesis"
"Group1","Lentilactobacillus buchneri S45","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Lentilactobacillus kefiri DH5","Glycolysis / Gluconeogenesis"
"Group1","Lentilactobacillus kefiri DH5","Citrate cycle (TCA cycle)"
"Group1","Lentilactobacillus kefiri DH5","Pentose phosphate pathway"
"Group1","Lentilactobacillus kefiri DH5","Pentose and glucuronate interconversions"
"Group1","Lentilactobacillus kefiri DH5","Fructose and mannose metabolism"
"Group1","Lentilactobacillus kefiri DH5","Galactose metabolism"
"Group1","Lentilactobacillus kefiri DH5","Fatty acid biosynthesis"
"Group1","Lentilactobacillus kefiri DH5","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Lentilactobacillus kefiri DH5","Oxidative phosphorylation"
"Group1","Lentilactobacillus kefiri DH5","Photosynthesis"
"Group1","Lentilactobacillus kefiri DH5","Arginine biosynthesis"
"Group1","Lentilactobacillus kefiri DH5","Purine metabolism"
"Group1","Lentilactobacillus kefiri DH5","Pyrimidine metabolism"
