"Group","bacteria","pathway","genus"
"Group1","Limosilactobacillus reuteri JCM 1081","Alanine; aspartate and glutamate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Glycine; serine and threonine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Cysteine and methionine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Valine; leucine and isoleucine degradation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Lysine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Tyrosine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Taurine and hypotaurine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Selenocompound metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","D-Amino acid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Glutathione metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Starch and sucrose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Amino sugar and nucleotide sugar metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","O-Antigen nucleotide sugar biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Peptidoglycan biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Glycerophospholipid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Pyruvate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Propanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Butanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","One carbon pool by folate","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Methane metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Carbon fixation in photosynthetic organisms","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Carbon fixation pathways in prokaryotes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Thiamine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Riboflavin metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Nicotinate and nicotinamide metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Pantothenate and CoA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Porphyrin and chlorophyll metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Terpenoid backbone biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Nitrogen metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Aminoacyl-tRNA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri JCM 1081","Drug metabolism - other enzymes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Glycolysis / Gluconeogenesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Citrate cycle (TCA cycle)","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Pentose phosphate pathway","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Pentose and glucuronate interconversions","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Fructose and mannose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Galactose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Oxidative phosphorylation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Photosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Arginine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Purine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Pyrimidine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Alanine; aspartate and glutamate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Glycine; serine and threonine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Cysteine and methionine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Valine; leucine and isoleucine degradation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Lysine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Tyrosine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Taurine and hypotaurine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Selenocompound metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","D-Amino acid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Glutathione metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Starch and sucrose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Amino sugar and nucleotide sugar metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","O-Antigen nucleotide sugar biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Peptidoglycan biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Glycerophospholipid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Pyruvate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Propanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Butanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","One carbon pool by folate","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Methane metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Carbon fixation in photosynthetic organisms","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Carbon fixation pathways in prokaryotes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Thiamine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Riboflavin metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Nicotinate and nicotinamide metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Pantothenate and CoA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Porphyrin and chlorophyll metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Terpenoid backbone biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Nitrogen metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Aminoacyl-tRNA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri RC-14","Drug metabolism - other enzymes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Glycolysis / Gluconeogenesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Citrate cycle (TCA cycle)","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Pentose phosphate pathway","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Pentose and glucuronate interconversions","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Fructose and mannose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Galactose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Oxidative phosphorylation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Photosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Arginine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Purine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Pyrimidine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Alanine; aspartate and glutamate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Glycine; serine and threonine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Cysteine and methionine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Valine; leucine and isoleucine degradation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Lysine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Tyrosine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Taurine and hypotaurine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Selenocompound metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","D-Amino acid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Glutathione metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Starch and sucrose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Amino sugar and nucleotide sugar metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","O-Antigen nucleotide sugar biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Peptidoglycan biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Glycerophospholipid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Pyruvate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Propanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Butanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","One carbon pool by folate","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Methane metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Carbon fixation in photosynthetic organisms","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Carbon fixation pathways in prokaryotes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Thiamine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Riboflavin metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Nicotinate and nicotinamide metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Pantothenate and CoA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Porphyrin and chlorophyll metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Terpenoid backbone biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Nitrogen metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Aminoacyl-tRNA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri subsp. Rodentium 100-23","Drug metabolism - other enzymes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Glycolysis / Gluconeogenesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Citrate cycle (TCA cycle)","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Pentose phosphate pathway","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Pentose and glucuronate interconversions","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Fructose and mannose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Galactose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Oxidative phosphorylation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Photosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Arginine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Purine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Pyrimidine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Alanine; aspartate and glutamate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Glycine; serine and threonine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Cysteine and methionine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Valine; leucine and isoleucine degradation","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Lysine biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Tyrosine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Taurine and hypotaurine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Selenocompound metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","D-Amino acid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Glutathione metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Starch and sucrose metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Amino sugar and nucleotide sugar metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","O-Antigen nucleotide sugar biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Peptidoglycan biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Glycerophospholipid metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Pyruvate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Propanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Butanoate metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","One carbon pool by folate","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Methane metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Carbon fixation in photosynthetic organisms","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Carbon fixation pathways in prokaryotes","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Thiamine metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Riboflavin metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Nicotinate and nicotinamide metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Pantothenate and CoA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Porphyrin and chlorophyll metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Terpenoid backbone biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Nitrogen metabolism","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Aminoacyl-tRNA biosynthesis","Limosilactobacillus"
"Group1","Limosilactobacillus reuteri TK-F8A","Drug metabolism - other enzymes","Limosilactobacillus"
"Group1","Oenococcus oeni UBOCC-A-315001","Glycolysis / Gluconeogenesis","Oenococcus"
"Group1","Oenococcus oeni UBOCC-A-315001","Citrate cycle (TCA cycle)","Oenococcus"
"Group1","Oenococcus oeni UBOCC-A-315001","Pentose phosphate pathway","Oenococcus"
"Group1","Oenococcus oeni UBOCC-A-315001","Pentose and glucuronate interconversions","Oenococcus"
"Group1","Oenococcus oeni UBOCC-A-315001","Fructose and mannose metabolism","Oenococcus"
